ens	gene	classical_nonclassical_pval	classical_nonclassical_fdr	classical_nonclassical_AUC	classical_nonclassical_logFC	upregulated_in	intermediate_nonclassical_pval	intermediate_nonclassical_fdr	intermediate_nonclassical_AUC	intermediate_nonclassical_logFC	intermediate_classical_pval	intermediate_classical_fdr	intermediate_classical_AUC	intermediate_classical_logFC	relative_classic	relative_nonclassic
ENSG00000154122	ANKH	0.0103477235513814	0.0170321748125141	0.526395871504378	0.0756151193559658	nonsig	0.355164039975214	0.596978213483915	0.512562814070352	0.0122474589614108	0.131388209643969	0.207409870676359	0.481777066485382	-0.0619808723323865	nonsig	nonsig
ENSG00000058668	ATP2B4	0.0103656301702021	0.0170555313198486	0.52529591144529	0.0508907829330055	nonsig	0.351838866367267	0.594254161854761	0.510784008538267	0.0117576487930571	0.262701069754682	0.36039916565149	0.485020370973605	-0.0378806137505418	nonsig	nonsig
ENSG00000112851	ERBIN	0.0104035247375991	0.0171117473192983	0.538622228702935	0.110380340865271	nonsig	0.120983459411606	0.31379908319497	0.53842219949304	0.0987817620594685	0.968714686487348	0.979601519676165	0.499938627425987	-0.0098487257362793	nonsig	nonsig
ENSG00000145907	G3BP1	0.0104121869171437	0.0171198587469625	0.534323825705464	0.0894662527077153	nonsig	0.453364152201671	0.680787989022731	0.51378574287366	0.0347028861911728	0.277132541486193	0.375851221738516	0.48019554246274	-0.0494023643389417	nonsig	nonsig
ENSG00000197265	GTF2E2	0.0104316835251289	0.0171457720977137	0.477542746286446	-0.0343983373325335	nonsig	0.448819162387249	0.678850077849402	0.507404278027305	-0.00678206306604341	0.00846481250557002	0.0201582898744478	0.521005943697745	0.0261747707277411	nonsig	nonsig
ENSG00000125637	PSD4	0.0106533057896796	0.0175037666555101	0.480974177882878	-0.0195912098807446	nonsig	0.875839121913996	0.944588890825694	0.501867745808689	0.00856244422013018	0.0100277477675726	0.0233483371615614	0.522771585442425	0.0284043562742118	nonsig	nonsig
ENSG00000068903	SIRT2	0.0106638133728169	0.0175147600457611	0.475624948488902	-0.0315719074507348	nonsig	0.273027663321359	0.512539620310622	0.481967358918486	-0.0254974801343476	0.184219402167504	0.272265003718736	0.516174033736032	0.0105421830853147	nonsig	nonsig
ENSG00000117523	PRRC2C	0.0107057659535418	0.0175773738679081	0.537094330292329	0.0584841909753489	nonsig	0.0315708133165345	0.127004227508334	0.546626940009783	0.0756453305041601	0.836748593192204	0.884144437982736	0.490491971995222	0.0116659894742714	nonsig	nonsig
ENSG00000152484	USP12	0.0107506345526242	0.0176447288848328	0.532345799547336	0.0765958085630385	nonsig	0.0527398339763303	0.180884228787279	0.543358384844577	0.0880092062617336	0.808188742047065	0.860505368272386	0.505556578431789	0.0139018407661025	nonsig	nonsig
ENSG00000155096	AZIN1	0.0107604056627164	0.0176544517648215	0.53595791622552	0.0925517763839222	nonsig	0.374387492891567	0.617564415844501	0.522568595188331	0.0627332139384165	0.458386489526677	0.557375622797541	0.488875040718342	-0.0288542381217579	nonsig	nonsig
ENSG00000110048	OSBP	0.0107666387457303	0.0176583649764676	0.471638781992354	-0.0449188832229123	nonsig	0.799134868919652	0.910208466982448	0.49352959487704	-0.0148631335605693	0.101252522648245	0.166361556187898	0.519013695525939	0.0269852015295736	nonsig	nonsig
ENSG00000141905	NFIC	0.0107865193090126	0.0176846506284597	0.529787679179373	0.0785668313719984	nonsig	0.113959768145952	0.301766518189138	0.530995686396585	0.0378975497591598	0.747917956469409	0.813123786362975	0.492250532289055	-0.0457921729005813	nonsig	nonsig
ENSG00000092978	GPATCH2	0.0108622879202671	0.0178025140236092	0.476531543811377	-0.0294331375132957	nonsig	0.433932680772046	0.665736267101417	0.488615644594655	-0.0208366681392089	0.326704440882245	0.427135806042343	0.510560803697461	0.00677691686457067	nonsig	nonsig
ENSG00000106701	FSD1L	0.0109153726463975	0.01788312926609	0.525161190112405	0.0548258892245406	nonsig	0.310522519228155	0.552963849723712	0.51085071374572	0.00905648481163988	0.217352214564323	0.31082247199616	0.481524494738482	-0.045674300716883	nonsig	nonsig
ENSG00000150403	TMCO3	0.0109569452527826	0.0179448328925837	0.536059353464399	0.100656601025028	nonsig	0.56766012988223	0.76775488830815	0.488860230355316	-0.0223532017757827	0.00306485946174868	0.00833707176642839	0.452233253548987	-0.121970915840056	nonsig	nonsig
ENSG00000198887	SMC5	0.0109955806158715	0.0180016837125345	0.47497353122048	-0.0421018974259453	nonsig	0.829442535208854	0.92408637875053	0.510939654022324	0.0514230900517781	0.00054927230296674	0.00178893583982567	0.551930639549431	0.0932515623763306	nonsig	nonsig
ENSG00000115084	SLC35F5	0.0110378246834905	0.0180643999545428	0.479393975895976	-0.0252788472805653	nonsig	0.213337599292067	0.442601273449474	0.480410904077912	-0.0309871025437736	0.752567069435225	0.816437418827009	0.501444615972921	-0.00294191969839592	nonsig	nonsig
ENSG00000114395	CYB561D2_ENSG00000114395.10	0.0110661774697069	0.0181043452436667	0.479073814610766	-0.0250114690114829	nonsig	0.384413376614707	0.625808802248791	0.509783430426469	0.01465122635144	0.00626566694920537	0.0155003480484655	0.523708697437931	0.0361106812785145	nonsig	nonsig
ENSG00000145781	COMMD10	0.0110774397549058	0.018116311844356	0.483938047206355	-0.0148854711910784	nonsig	0.971594384898915	0.99248112960919	0.499933294792547	0.00722606284704929	0.033004242308724	0.0643947567834756	0.514323414581179	0.0213609047690328	nonsig	nonsig
ENSG00000141401	IMPA2	0.0110966978306655	0.0181413417687652	0.522940665555084	0.0542556610859691	nonsig	0.672440334865366	0.837175446743669	0.491283852892782	-0.0168617694902148	0.0038452373714162	0.0101006263866222	0.469375085567531	-0.0707407634483179	nonsig	nonsig
ENSG00000235453	SMIM27	0.0111893073662579	0.0182862291680048	0.482338825737163	-0.0252719628414	nonsig	0.237186894063383	0.472622951305629	0.515386667852537	0.0121437887517845	0.000347610544377	0.00119848594150718	0.527995335684375	0.0352606098437006	nonsig	nonsig
ENSG00000159788	RGS12	0.0111963248176577	0.0182911835486761	0.468777934864613	-0.0608235445818345	nonsig	0.130485435048487	0.329167052907261	0.532240850269044	0.0737102565391074	5.86844889694489e-07	3.60512878019814e-06	0.565378314709118	0.141618464061137	nonsig	nonsig
ENSG00000123329	ARHGAP9	0.0114021723846085	0.0186208430864657	0.530957377340189	0.0701068611569664	nonsig	0.70771600687544	0.857145832804894	0.49332947925468	-0.0208453382510742	0.00379691458778257	0.00998512380706833	0.4599780002927	-0.0911678718894284	nonsig	nonsig
ENSG00000153944	MSI2	0.0114220678800964	0.0186466985064967	0.478558703632087	-0.0236838420439892	nonsig	0.285125327678317	0.526310820247083	0.481544892604616	-0.0285612442712837	0.647606813075122	0.728047929370987	0.501626373211344	-0.00481093951184386	nonsig	nonsig
ENSG00000196352	CD55	0.0114623376794609	0.0187057850679396	0.464674481560612	-0.08755321707329	nonsig	0.454020553957722	0.681550645113505	0.482834526615378	-0.0297737945410452	0.192099272222383	0.281582855272126	0.522658282228863	0.0491272237142561	nonsig	nonsig
ENSG00000166411	IDH3A	0.0114699835339596	0.018711608402894	0.479831423988639	-0.025284301807995	nonsig	0.339169939047093	0.583596119342749	0.512985280384222	0.0192379810202293	6.78567824276785e-05	0.000279027575771162	0.534149116470983	0.0445622754003429	nonsig	nonsig
ENSG00000169689	CENPX	0.0114795040358846	0.0187204847266078	0.479823499204352	-0.0284865320727702	nonsig	0.220555624296442	0.451982993995517	0.482945701961133	-0.028512678088512	0.813265926336437	0.864422768707245	0.50173731594129	-0.00172662669707453	nonsig	nonsig
ENSG00000137752	CASP1	0.0114837922120178	0.0187208250305327	0.541342014670361	0.117050302987499	nonsig	0.599456059283637	0.791292127304384	0.514741850847156	0.0575717500829737	0.176508575084461	0.263157196576541	0.47776424433838	-0.0636202498513963	nonsig	nonsig
ENSG00000070476	ZXDC	0.0115318868280857	0.0187925527890928	0.52379020243069	0.0532767767750084	nonsig	0.0317214708582293	0.127208519852189	0.533374838795749	0.0573999021738641	0.401075801162203	0.50274156010198	0.511335042323471	0.00789982295855381	nonsig	nonsig
ENSG00000198055	GRK6	0.0115656616708557	0.0188409021681068	0.465853689462573	-0.0647957303765667	nonsig	0.0367299847007127	0.140813617202649	0.451883310357095	-0.108076471899184	0.305462527413612	0.406191694668521	0.483941629961146	-0.0466611215421869	nonsig	nonsig
ENSG00000185347	C14orf80	0.0116198092982076	0.0189223934952003	0.483687624022874	-0.0163708640889316	nonsig	0.688871287506753	0.846657959189426	0.509716725219015	0.0193625259240938	0.000606197450401414	0.00195216849115234	0.531321257099154	0.0364132933988244	nonsig	nonsig
ENSG00000180448	ARHGAP45	0.0116510243704542	0.0189664955076319	0.532068432097278	0.079250760419089	nonsig	0.0553864080245813	0.187439695003542	0.540245475163428	0.0770320585008106	0.86215805730113	0.90185624001707	0.50388771651536	-0.00721951925189788	nonsig	nonsig
ENSG00000205189	ZBTB10	0.0116642695936071	0.018975013517913	0.483885743630058	-0.00874292125047275	nonsig	0.920709304413963	0.96742113522843	0.499933294792547	0.0107026101328258	0.027179564396118	0.0544184210356831	0.519540083372281	0.0175320547491048	nonsig	nonsig
ENSG00000142687	KIAA0319L	0.0116645267234762	0.018975013517913	0.523731559026963	0.0583935468085079	nonsig	0.866409491517851	0.939497437754115	0.499710944101036	0.00508054041819431	0.0205695166518768	0.0430430970886742	0.475500540550748	-0.0554343749750194	nonsig	nonsig
ENSG00000178567	EPM2AIP1	0.0116849488187475	0.0190014989827188	0.477002275998047	-0.0210401722540249	nonsig	0.212445470842296	0.441936657160152	0.482234179748299	-0.00394776515577967	0.35119233132265	0.451814300095217	0.513969342038797	0.0174405616821999	nonsig	nonsig
ENSG00000169018	FEM1B	0.0117220779645316	0.0190551242576109	0.528377067576221	0.0644394913140319	nonsig	0.309546261686122	0.552263339926519	0.521479076799929	0.0505739403926043	0.954869163452411	0.970896448019211	0.498638000953635	-0.00549696248471761	nonsig	nonsig
ENSG00000244313	AC024293.1	0.0117284127493272	0.0190586707176567	0.474580461919827	-0.0433857488468037	nonsig	0.809745810530153	0.915045211126948	0.49395206119091	-5.07167450637643e-05	0.026806878407455	0.0537895780550113	0.527079468041412	0.0445773297056604	nonsig	nonsig
ENSG00000183878	UTY	0.0117617818978257	0.0191037801583678	0.476404747262779	-0.031947047496134	nonsig	0.472263509320658	0.693157891312093	0.487592831413706	-0.0141153907589594	0.137727515431511	0.215635428554122	0.518876787476218	0.017425019208113	nonsig	nonsig
ENSG00000107872	FBXL15	0.0117644983062862	0.0191037801583678	0.483958651645502	-0.0224092093833261	nonsig	0.509211044456772	0.724355078429054	0.490905856717214	-0.0107855502921468	0.35252690301819	0.453150128277444	0.505969663064569	0.00907284004146275	nonsig	nonsig
ENSG00000171105	INSR	0.011770871036054	0.0191073672389288	0.478923243709306	-0.0232435922964877	nonsig	0.787352076283413	0.903363909724275	0.50020011562236	0.0159826400184465	0.0352474416070883	0.0680481739734658	0.5250565335826	0.0366583587110252	nonsig	nonsig
ENSG00000135503	ACVR1B	0.0118527888716994	0.0192335389435037	0.479050040257904	-0.027199830853934	nonsig	0.420330015318399	0.654750319177235	0.485613910259261	-0.0211911692958615	0.464891971152887	0.562454325236118	0.505997988867959	0.0051992042000298	nonsig	nonsig
ENSG00000126524	SBDS	0.0120166694707731	0.0194925755395468	0.470077599487742	-0.0618853137997455	nonsig	0.415729068529912	0.652519127822514	0.518655223017744	0.0405684085689043	0.000248329842786123	0.00088930746204124	0.55533681740715	0.100587329814285	nonsig	nonsig
ENSG00000102030	NAA10	0.0120426457620382	0.0195278096826832	0.475266748239113	-0.0379667167403755	nonsig	0.295004038295957	0.536156303715192	0.480833370391782	-0.0418451194506725	0.495337872468605	0.592571818758714	0.505634474391113	-0.00258478057996559	nonsig	nonsig
ENSG00000171858	RPS21	0.0122728296999825	0.0198940358506604	0.540696937229369	0.0585578253765116	nonsig	0.00794558545115467	0.0487463791916427	0.567972606394806	0.120449287577216	0.223885544208706	0.317985379874266	0.518926357632152	0.058192248839294	nonsig	nonsig
ENSG00000164463	CREBRF	0.0123037127728949	0.0199370543484515	0.457932075088916	-0.114271186231034	nonsig	0.921809773495226	0.967562911841169	0.497932138568951	-0.0243652910294887	0.0514658811671787	0.0941694292967236	0.531139499860732	0.0934312704586329	nonsig	nonsig
ENSG00000112763	BTN2A1	0.0124376618062285	0.020146992597523	0.481658879245307	-0.0207511383543188	nonsig	0.943616525182037	0.979405874967512	0.502579268021524	0.0100468067825795	0.0126952957832576	0.0286002515215362	0.523253124100066	0.02951689931704	nonsig	nonsig
ENSG00000133030	MPRIP	0.0124992360610812	0.020239588667714	0.519666144687542	0.0410619761502665	nonsig	0.0782404229763376	0.236546344004822	0.521190020900965	0.00488126791267214	0.408741476791299	0.510398540678985	0.487673554557858	-0.0372263075819305	nonsig	nonsig
ENSG00000131381	RBSN	0.0125768579539979	0.0203580956440552	0.478687085137543	-0.0265878054578974	nonsig	0.712169945045359	0.860945173291136	0.490149864366078	-0.0236876802567499	0.345628391799717	0.44634357926	0.507853328990043	0.00228947110126995	nonsig	nonsig
ENSG00000004534	RBM6	0.0126270270817038	0.0204320970655637	0.471979547716711	-0.0409613554369962	nonsig	0.0277277055595021	0.116688647302736	0.462667318895362	-0.0532153428104497	0.976765015199856	0.984839278758873	0.503753168949254	-0.00941918391684699	nonsig	nonsig
ENSG00000143337	TOR1AIP1	0.0126380637523418	0.0204427474654552	0.470226585432345	-0.0390718942120049	nonsig	0.152243040291786	0.360497064963368	0.471094410103615	-0.0455458446846449	0.421715679369011	0.522780536685608	0.512692320402604	-0.00933813549887339	nonsig	nonsig
ENSG00000052749	RRP12	0.0128789996263214	0.0208251336452393	0.535152758141923	0.0942874255239558	nonsig	0.744141574870385	0.880120022443349	0.491395028238538	-0.00911501324648692	0.0316401949055276	0.0620499377869514	0.465640800487204	-0.102477233364872	nonsig	nonsig
ENSG00000165949	IFI27	0.0129157915374016	0.0208772692374554	0.482936354472431	-0.114612408191564	nonsig	0.435132499452705	0.66615501593091	0.487459420998799	-0.0546938525918034	0.187322312547583	0.276050768234059	0.507900538662361	0.0761727090247067	nonsig	nonsig
ENSG00000105202	FBL	0.0130230485252904	0.021043228761464	0.53239968808049	0.0781256405729484	nonsig	0.0020482922336412	0.0163793121245317	0.558789522835416	0.11472186845852	0.121409056743845	0.193924873441526	0.517071017510067	0.0342422614652421	nonsig	nonsig
ENSG00000105821	DNAJC2	0.0131091370017549	0.02117487845866	0.470629164474143	-0.0437573817586299	nonsig	0.216511170743075	0.447151108253812	0.476186240939209	-0.0464443537206355	0.560433261953772	0.64985002293932	0.508344309582147	-0.00420786545978595	nonsig	nonsig
ENSG00000123610	TNFAIP6	0.0132589309766842	0.0214093012850119	0.526424400727812	0.112318447804643	nonsig	0.943333237181895	0.979405874967512	0.507204162404945	0.0433704195837817	0.0541362411083056	0.0983885981964414	0.481729856813064	-0.0818506855878095	nonsig	nonsig
ENSG00000167528	ZNF641	0.0132645096585221	0.0214107755268934	0.478240127303735	-0.0406444177052663	nonsig	0.955672471556031	0.985523813925983	0.497643082669987	-0.01704434133369	0.0359868380499713	0.0693880671476128	0.517078098960915	0.027052516042964	nonsig	nonsig
ENSG00000162341	TPCN2	0.013299586745526	0.0214598465454357	0.521541148649934	0.0476723636565447	nonsig	0.547783608870764	0.753305058767736	0.513541157112999	0.0439602161532434	0.902090893847426	0.932783936878287	0.501921433663329	-0.00120594728195977	nonsig	nonsig
ENSG00000104613	INTS10	0.0133382250221267	0.0215146272852511	0.478767917937274	-0.0239720602138926	nonsig	0.951329828902886	0.983501089571054	0.497309556632721	-0.00586838647504249	0.102467667244507	0.167997186489833	0.51604892810439	0.0165721972554237	nonsig	nonsig
ENSG00000113732	ATP6V0E1	0.0134014060656154	0.0216089432308886	0.467408532139755	-0.071695651031997	nonsig	0.0243964475904611	0.106624093326311	0.449748743718593	-0.0834484123032343	0.910814945752524	0.938611109404875	0.496919568881272	-0.00977655716913271	nonsig	nonsig
ENSG00000143393	PI4KB	0.013445568343459	0.0216725371015573	0.524752271243177	0.0543203807799607	nonsig	0.010899049207199	0.0609205076879857	0.541624049450794	0.0606240277228893	0.380373711046558	0.482458529572321	0.50998248521157	0.0026325438792569	nonsig	nonsig
ENSG00000140350	ANP32A	0.0135240353853171	0.0217913617918611	0.469849365700266	-0.0455654780010051	nonsig	0.123264015766373	0.317251019827194	0.466091519544626	-0.0375895757794682	0.598711244121637	0.684475809485349	0.507046043593411	0.00741206643273824	nonsig	nonsig
ENSG00000116731	PRDM2	0.0136026876437149	0.021910401402951	0.529366080655285	0.0599154067939158	nonsig	0.57909448033374	0.776296343111916	0.481989593987637	-0.0699203647489853	0.00270960889979694	0.00748608985019155	0.449506894972642	-0.129133065194557	nonsig	nonsig
ENSG00000173933	RBM4	0.0139193892921259	0.0224095509156049	0.478780597592134	-0.0273808492624161	nonsig	0.802407630713672	0.911422555928269	0.505447591942011	0.0189087807936146	0.00135797988925315	0.00399984933804331	0.532572313415573	0.0479463716820803	nonsig	nonsig
ENSG00000204406	MBD5	0.0139223424842862	0.0224095509156049	0.481207166540927	-0.0198440678814675	nonsig	0.558665352158319	0.761198129766783	0.509205318628541	0.013263522704054	0.00250973644717582	0.00700984817777835	0.527690833297926	0.0320966277930539	nonsig	nonsig
ENSG00000012817	KDM5D	0.0139468733405257	0.0224411647123677	0.484183715519264	-0.0133025739169601	nonsig	0.681804252032276	0.84224629774015	0.505981233601636	0.0139165451730898	0.00422673741199666	0.0109770786551515	0.525875621397312	0.0232845731683258	nonsig	nonsig
ENSG00000238057	ZEB2-AS1	0.0140114423482598	0.0225371570053151	0.527174085321398	0.0748452903067946	nonsig	0.000775126386651084	0.00756858057699614	0.55345310623916	0.0998673991886485	0.0882409263510853	0.149004505023271	0.517054494124756	0.0186604609142085	nonsig	nonsig
ENSG00000163029	SMC6	0.0140491540513848	0.0225861254000393	0.48315666347562	-0.0194870127135174	nonsig	0.992735287632866	0.999925863684641	0.503513140925868	0.0306851415226965	0.00135972215457563	0.00399984933804331	0.530131573356749	0.0518761508324417	nonsig	nonsig
ENSG00000113649	TCERG1	0.0140517297923539	0.0225861254000393	0.533784940373923	0.0795891661632772	nonsig	0.311094269867057	0.553112858020801	0.524525281273625	0.0569910363821086	0.807136423578331	0.860057838460196	0.498291009862101	-0.0181717972697014	nonsig	nonsig
ENSG00000157823	AP3S2	0.0140674490258207	0.0226034746426789	0.480787152973696	-0.025464803664825	nonsig	0.895448238549636	0.956001916834587	0.501978921154445	0.00700280297439096	0.0614165089447203	0.1096408853744	0.516124463580098	0.0311540333689451	nonsig	nonsig
ENSG00000197728	RPS26	0.0141076823230299	0.0226601869724831	0.532052582528704	0.0293231226194083	nonsig	0.534056264011267	0.742436896560953	0.511495530751101	-0.0441735101168108	0.141022777216355	0.219895862944565	0.472960660180058	-0.0746091617507997	nonsig	nonsig
ENSG00000118816	CCNI	0.0142331847069317	0.0228537734849928	0.532673885616833	0.0591495613880789	nonsig	0.761878328486058	0.889603599499851	0.48810423800418	-0.0395559787935871	0.00492250698453655	0.0125079648682382	0.451300862520713	-0.0986672824101232	nonsig	nonsig
ENSG00000140367	UBE2Q2	0.0142735992529018	0.0229106495178617	0.473439292982445	-0.0395304766249312	nonsig	0.585703143771863	0.780654001385153	0.510116956463735	0.0308162558688816	0.00740553653423791	0.0179240544069714	0.537392420959206	0.0661235311771684	nonsig	nonsig
ENSG00000090520	DNAJB11	0.014301158100031	0.0229468582241407	0.527416583720591	0.0665494054303245	nonsig	0.51900885375072	0.732789604279452	0.513007515453373	0.0274921631348929	0.457795039906283	0.557247065816959	0.490867288890148	-0.0392538666930732	nonsig	nonsig
ENSG00000170542	SERPINB9	0.0144210446699855	0.0231311338659782	0.533716787229052	0.10208783954781	nonsig	2.49866746541255e-05	0.000442717567520393	0.597167252190154	0.269938642751332	0.000229420116900742	0.000826380625162878	0.562238871499993	0.168769985733466	nonsig	up
ENSG00000139641	ESYT1	0.0145523775506104	0.0233336340250702	0.482424413407467	-0.029595510060643	nonsig	0.624979833628507	0.807030137867248	0.507760039133722	0.0115403502747937	0.00133388740942058	0.00393411746417436	0.528597259006425	0.0397717307490499	nonsig	nonsig
ENSG00000163904	SENP2	0.0146436774455614	0.0234676998826319	0.476452295968504	-0.0293748035362927	nonsig	0.299680399247455	0.541137521776827	0.481300306843954	-0.0338948552651254	0.607270960323523	0.691333772494331	0.505348855873591	-0.00453892034097684	nonsig	nonsig
ENSG00000174010	KLHL15	0.0146462175776548	0.0234676998826319	0.482204104404278	-0.021480475271334	nonsig	0.880289703181553	0.947607189279884	0.50271267843643	0.00196684684038241	0.0305783706776604	0.0601733031903017	0.51892163666492	0.0218315426019744	nonsig	nonsig
ENSG00000230551	AC021078.1	0.0146626411653142	0.0234858151161001	0.534323825705464	0.0890170838961039	nonsig	0.0260521456381333	0.112151309881232	0.549183972962156	0.0952907021290267	0.582283038907364	0.66969846254283	0.507083811331266	0.00290454828058677	nonsig	nonsig
ENSG00000020577	SAMD4A	0.0147069503612582	0.0235485677626706	0.482742989735819	-0.0238796605934674	nonsig	0.185637514100211	0.4107476143712	0.516743007070752	0.0146131840830994	0.000167491707237936	0.000624893857329177	0.53015989916014	0.0349711273383395	nonsig	nonsig
ENSG00000159023	EPB41	0.0147123521548252	0.0235490003622228	0.525852231302264	0.0681386046317124	nonsig	0.872207359317718	0.942847109803394	0.501356339218215	0.00284520615059467	0.0488556467411091	0.0901844581234714	0.475639809084085	-0.0628616051005529	nonsig	nonsig
ENSG00000166135	HIF1AN	0.0148142835128051	0.0237038866946523	0.476878649363164	-0.0304223078147036	nonsig	0.848092883689525	0.932167235994845	0.500689287143683	0.0097035881473704	0.0229546351067713	0.0472371392398985	0.526099867340821	0.0396597158374767	nonsig	nonsig
ENSG00000229117	RPL41	0.0148199851560581	0.0237047444688569	0.466912440643366	-0.08316840512755	nonsig	0.0542616126576251	0.184722952882672	0.541646284519945	0.031870505143642	0.000124179625566725	0.000478874203130841	0.560940605511257	0.110182091090691	nonsig	nonsig
ENSG00000243660	ZNF487	0.014938641350279	0.0238862108558991	0.481386266665821	-0.0305255136335444	nonsig	0.186717922557553	0.412144563067152	0.483123582514342	-0.034682222337265	0.479698381155985	0.577172488496281	0.50617502513915	-0.00413256735174348	nonsig	nonsig
ENSG00000119616	FCF1	0.015324735168924	0.0244950225322857	0.481511478257562	-0.0250088006361387	nonsig	0.493712234525248	0.711795615531374	0.490950326855517	-0.019891689508059	0.155195382242139	0.237793525579024	0.510695351263567	0.00775902621608295	nonsig	nonsig
ENSG00000086102	NFX1	0.0153782790965523	0.0245720483196653	0.471502475702611	-0.0492769524994386	nonsig	0.379546996049704	0.621776796621552	0.479454796104416	-0.0480316419109739	0.41084259809024	0.512046899140715	0.509264898192342	0.00405242428676344	nonsig	nonsig
ENSG00000182551	ADI1	0.0154759051876308	0.0247194322680256	0.474301509512911	-0.0473598508614666	nonsig	0.557782269719046	0.760645265781546	0.488660114732957	-0.0196185509487972	0.0990403628332721	0.163546680475669	0.520753371950845	0.0280040016213834	nonsig	nonsig
ENSG00000143756	FBXO28	0.0154961821832953	0.0247432080859924	0.480167434842424	-0.0324001677030055	nonsig	0.627652168800946	0.80798715321983	0.506359229777205	-0.00384614482801087	0.00607795083290164	0.0151092721409456	0.523718139372395	0.0288962418768795	nonsig	nonsig
ENSG00000135974	C2orf49	0.0155359170883546	0.024798025571638	0.472588171149981	-0.0494648104760477	nonsig	0.225984624004315	0.458463059043237	0.51816605149642	0.00927084937029234	0.000466526958852927	0.00155249616691521	0.539630159427063	0.0585207241718801	nonsig	nonsig
ENSG00000166479	TMX3	0.0156775035048412	0.0250153211348109	0.481037576157177	-0.0240632430583877	nonsig	0.791539371066302	0.906207259303553	0.507181927335794	0.0204777751017723	0.00184179962641014	0.00527921204596886	0.532593557768116	0.0471121480209176	nonsig	nonsig
ENSG00000198015	MRPL42	0.0158215625959153	0.0252364097159038	0.485854260047042	-0.014270221903957	nonsig	0.691367610235491	0.84853863690042	0.510050251256281	0.0368666342493766	0.00117993654553439	0.00351605766718008	0.530978986974851	0.0495625656394134	nonsig	nonsig
ENSG00000115486	GGCX	0.0158389790607817	0.0252554117129699	0.484346966075583	-0.0145073376018647	nonsig	0.409166164909566	0.646776350467033	0.512785164761862	0.025803138338754	0.000834644583836683	0.00258446963240657	0.52825026791489	0.0385039827901655	nonsig	nonsig
ENSG00000032742	IFT88	0.015911691452377	0.0253625397967899	0.481635104892445	-0.0289735630443679	nonsig	0.665656148410009	0.831662419018113	0.493351714323832	-0.0084424988157714	0.134802358540036	0.211779535549547	0.51252236558226	0.0220486022563804	nonsig	nonsig
ENSG00000162144	CYB561A3	0.0159306715051685	0.0253839762282008	0.529068108766079	0.073164675220039	nonsig	0.942973046250635	0.979405874967512	0.501445279494819	0.0199636058059762	0.0703362629613508	0.122448069320804	0.47666897994061	-0.0556128366761717	nonsig	nonsig
ENSG00000163125	RPRD2	0.0159501577923785	0.0254062041337122	0.480975762839735	-0.0298062823719986	nonsig	0.38777376940641	0.629018673667733	0.486592253301908	-0.0307762277020108	0.718741010098174	0.789823394478095	0.502520996501763	-0.0039882371576624	nonsig	nonsig
ENSG00000163584	RPL22L1	0.0159581834646879	0.025410167910983	0.471470776565462	-0.0337711472119877	nonsig	0.480935474764444	0.700273871682829	0.483279227998399	-0.0325162472888334	0.538755717337685	0.632152898712001	0.506812355715439	-0.0102284555760001	nonsig	nonsig
ENSG00000174437	ATP2A2	0.015973500917273	0.0254257355911778	0.531572340600889	0.0788822741840987	nonsig	0.0214577437989872	0.0982205613988383	0.544069907057411	0.0719083184739024	0.929554896840277	0.953874647048308	0.497920413934407	-0.0161326109601116	nonsig	nonsig
ENSG00000138660	AP1AR	0.0160855941852407	0.0255952814549478	0.521320839646745	0.0459475948394224	nonsig	0.0893003940985567	0.257475945722318	0.52170142749144	0.0196551758552941	0.910371024197915	0.938611109404875	0.498442080813517	-0.0258349847945151	nonsig	nonsig
ENSG00000175471	MCTP1	0.0161309415085211	0.0256585409298452	0.47174814401552	-0.0458509386077467	nonsig	0.13938144815167	0.342226573337622	0.47013830213012	-0.0374342922214558	0.675757971586714	0.754159149226154	0.506755704108658	0.00278835614905893	nonsig	nonsig
ENSG00000162434	JAK1	0.0162274338124172	0.0258030816927174	0.461696347625418	-0.123557831164268	nonsig	0.205539130549703	0.436069842853715	0.469827011162005	-0.0563303288403363	0.307913726944829	0.408150229043853	0.524544308637954	0.0742823572870104	nonsig	nonsig
ENSG00000089220	PEBP1	0.0163522103536327	0.025992481230627	0.527299296913138	0.0584978488029482	nonsig	0.0333218267218089	0.131595406907385	0.538955841152666	0.0707686311541758	0.246928863931977	0.343276751464357	0.514743580664807	0.0177286824334339	nonsig	nonsig
ENSG00000115415	STAT1	0.0164046322380862	0.0260667788575407	0.535988030405812	0.124111264409716	nonsig	0.622043208882695	0.805916512016569	0.513452216836394	0.0464750729993274	0.107637633994971	0.175035117789837	0.475174793811756	-0.0934241567574653	nonsig	nonsig
ENSG00000148396	SEC16A	0.0164605852841346	0.0261466340840754	0.526251640430347	0.0662414626386368	nonsig	0.333629838598705	0.576875406680278	0.512540579001201	0.0189018821547971	0.166463675935886	0.251614561551312	0.478470028939529	-0.050970493368092	nonsig	nonsig
ENSG00000176386	CDC26	0.0164677185165528	0.0261489135890868	0.481779335966475	-0.0261419290934328	nonsig	0.988213920630143	0.999221303642667	0.501889980877841	-0.00357570073597318	0.0140844553748504	0.0312843977324243	0.520571614712422	0.0220016763127237	nonsig	nonsig
