gene	CD16neg_CD16pos_logFC	CD16neg_CD16pos_AUC	CD16neg_CD16pos_pval	CD16neg_CD16pos_fdr	color	ens
ACTR3	-0.0848139963808428	0.47994270014815	3.68057361042951e-06	7.06874194754903e-06	nonsig	ENSG00000115091
ITGB1BP1	-0.0389636702997983	0.481505465437735	3.70382113425924e-06	7.11098609791373e-06	nonsig	ENSG00000119185
ZNF503	0.0419471681829659	0.517550884325606	3.72789430447452e-06	7.15478633233775e-06	nonsig	ENSG00000165655
ECH1	-0.0308800335601919	0.481615687116316	3.96587715243635e-06	7.60896592468453e-06	nonsig	ENSG00000104823
PALLD	0.0487439272371816	0.517956534029006	3.99486779138237e-06	7.66199997395113e-06	nonsig	ENSG00000129116
DDX52	-0.0195275878233243	0.483680290667559	4.05975000651146e-06	7.78381363043928e-06	nonsig	ENSG00000278053
APOL3	-0.0461674548711763	0.480588223683003	4.08928085965261e-06	7.83778831433416e-06	nonsig	ENSG00000128284
NCKAP5L	-0.0225939813442551	0.483170240717361	4.10988286931167e-06	7.87461874555129e-06	nonsig	ENSG00000167566
MITD1	-0.0327353804648269	0.481175802767732	4.13890285618251e-06	7.92754791839947e-06	nonsig	ENSG00000158411
ZBTB37	-0.0333170990548182	0.482502973556512	4.14383184894046e-06	7.93431369525809e-06	nonsig	ENSG00000185278
METTL14	-0.0333795141675407	0.481154329009436	4.18934476623945e-06	8.01875593564903e-06	nonsig	ENSG00000145388
VAMP2	-0.0291432230583942	0.481898739779532	4.1999305838555e-06	8.03631042333551e-06	nonsig	ENSG00000220205
AP000892.3	-0.0331582209659641	0.485213910245705	4.32471710968183e-06	8.27229558926009e-06	nonsig	ENSG00000280143
NACC2	-0.0316281727844798	0.481645179800511	4.35979198335171e-06	8.33657968947192e-06	nonsig	ENSG00000148411
SPOP	-0.0249914963881516	0.483161489293423	4.40331399620719e-06	8.41696729894112e-06	nonsig	ENSG00000121067
WDR61	-0.0301174835917174	0.482659882346936	4.47761108636399e-06	8.55610783102381e-06	nonsig	ENSG00000140395
RPAIN	-0.0325104038565901	0.481682652858076	4.56623033420185e-06	8.72251329139229e-06	nonsig	ENSG00000129197
RB1	-0.0306470445328332	0.482363104983624	4.63524648246629e-06	8.85137319895496e-06	nonsig	ENSG00000139687
TSPAN31	-0.0297069248374873	0.483246960248796	4.64239871223619e-06	8.86205211163099e-06	nonsig	ENSG00000135452
RPIA	-0.0308558934294887	0.48357542779042	4.78643136707553e-06	9.13393234677732e-06	nonsig	ENSG00000153574
IRGQ	0.0415899961817992	0.517614149024644	4.87958949139573e-06	9.30857887864982e-06	nonsig	ENSG00000167378
SUCLG2	-0.0303069629549717	0.484958422640265	4.92890211728454e-06	9.39949410147483e-06	nonsig	ENSG00000172340
STARD5	0.039573822126663	0.517986682106183	4.94748070834503e-06	9.43175768594233e-06	nonsig	ENSG00000172345
TMCC1	-0.0253819067722219	0.48316202902882	4.96743527174353e-06	9.46662186473497e-06	nonsig	ENSG00000172765
TRADD	-0.0279201573637137	0.482187575322002	5.0609080646385e-06	9.6415220372942e-06	nonsig	ENSG00000102871
ZDHHC1	-0.0264664631051364	0.484410591212275	5.09667587538095e-06	9.70546190243684e-06	nonsig	ENSG00000159714
TMCO3	0.0558384109320849	0.518660310434211	5.09788739955493e-06	9.70546190243684e-06	nonsig	ENSG00000150403
FRA10AC1	-0.034416827217514	0.482677770720095	5.15124761415713e-06	9.80376472228699e-06	nonsig	ENSG00000148690
WDR45	-0.0323392114922109	0.481135014192728	5.1771697866979e-06	9.84979958413622e-06	nonsig	ENSG00000196998
C5orf56	-0.0507652827026973	0.480207209045225	5.18219495625358e-06	9.85605943973104e-06	nonsig	ENSG00000197536
PIAS2	0.0397455335621399	0.518211751766747	5.23966009472175e-06	9.96201773698603e-06	nonsig	ENSG00000078043
NUDCD3	-0.0290353548415246	0.483376265428915	5.43918564283884e-06	1.03379102164495e-05	nonsig	ENSG00000015676
N4BP2	0.0508364820297254	0.517891765781362	5.47498110762947e-06	1.0402464104496e-05	nonsig	ENSG00000078177
C4orf32	-0.0348495402742228	0.482886763976332	5.58045398686191e-06	1.05993176527457e-05	nonsig	ENSG00000174749
PHACTR4	0.0914667270788142	0.520842383539366	5.67442321780007e-06	1.07741972928884e-05	nonsig	ENSG00000204138
PTGS2	0.0673829289768271	0.517977043974093	5.68708580311216e-06	1.07946322911728e-05	nonsig	ENSG00000073756
NHP2	-0.0356925677989357	0.481416370544696	5.82702521177237e-06	1.10565565224044e-05	nonsig	ENSG00000145912
EED	-0.0286251273861927	0.48340105470465	5.83467536591159e-06	1.10673758777107e-05	nonsig	ENSG00000074266
PLA2G16	0.0380276242624371	0.51711693706639	5.8707515894055e-06	1.11320893789762e-05	nonsig	ENSG00000176485
BTN3A3	-0.0316924049401745	0.484287377331638	5.88833262410569e-06	1.11617009134282e-05	nonsig	ENSG00000111801
TOP1	-0.0490640857950685	0.48181230501095	5.90654983775425e-06	1.11924982082328e-05	nonsig	ENSG00000198900
YPEL5	0.0749733484723984	0.519324763260489	5.93035397757635e-06	1.12338582682932e-05	nonsig	ENSG00000119801
YEATS4	-0.0303454808902438	0.483806203225181	5.9430063786786e-06	1.12533727430306e-05	nonsig	ENSG00000127337
IL13RA1	0.0682254424907769	0.518966070536631	5.94461742683238e-06	1.12533727430306e-05	nonsig	ENSG00000131724
LRRFIP2	0.0664512333691167	0.519885702548122	6.05332830701207e-06	1.14553491379532e-05	nonsig	ENSG00000093167
GDE1	-0.0260145785846374	0.482227978371723	6.20438045398855e-06	1.17372911618744e-05	nonsig	ENSG00000006007
ATP6V0A1	0.0410216361732354	0.518073926477861	6.44404541624284e-06	1.21866251696656e-05	nonsig	ENSG00000033627
XRRA1	-0.0227234470031423	0.484146814813238	6.59855777754593e-06	1.24746777817765e-05	nonsig	ENSG00000166435
AC018529.3	0.0453675499651601	0.517894117485592	6.71645755124583e-06	1.26933450926905e-05	nonsig	ENSG00000279433
NBPF10	0.0386632165164343	0.517316600610765	6.86972770889727e-06	1.29786907596426e-05	nonsig	ENSG00000271425
DENR	-0.0280598860931943	0.482921499804384	6.99405031362227e-06	1.32091754759601e-05	nonsig	ENSG00000139726
ALG13	-0.0284425568762219	0.483146338149778	7.00237377588793e-06	1.32205003060217e-05	nonsig	ENSG00000101901
IVNS1ABP	0.0709737541703562	0.519162264353453	7.06883836596372e-06	1.33415517465249e-05	nonsig	ENSG00000116679
RRAD	0.0483797812057405	0.516889592806653	7.08119964244292e-06	1.33604434303282e-05	nonsig	ENSG00000166592
RPAP2	-0.0276825190030561	0.483682102636391	7.12458346554103e-06	1.34378348830473e-05	nonsig	ENSG00000122484
KLF6	-0.0562424543823701	0.480891400766023	7.14913798146934e-06	1.34796723772742e-05	nonsig	ENSG00000067082
USP11	-0.0318864583674743	0.484022328699165	7.19083330385572e-06	1.35537903116139e-05	nonsig	ENSG00000102226
GSTZ1	-0.0283050538796013	0.484660103175818	7.32280292821253e-06	1.3797958021617e-05	nonsig	ENSG00000100577
ARFGEF2	0.0489606772289403	0.517867516241024	7.32873530608845e-06	1.38045574515546e-05	nonsig	ENSG00000124198
LINC01503	-0.0336728901401627	0.484275464600375	7.43568959642843e-06	1.40013763995061e-05	nonsig	ENSG00000233901
NUS1	0.0403528816480766	0.517512100482076	7.48716823463302e-06	1.4093639079175e-05	nonsig	ENSG00000153989
HINT3	0.0424507319972562	0.517078731510786	7.60706830922453e-06	1.43145926017571e-05	nonsig	ENSG00000111911
GGTA1P	0.0365561079238232	0.516018190008141	7.71215930950725e-06	1.45075420653347e-05	nonsig	ENSG00000204136
SNHG3	0.0350369960402777	0.51661517590979	7.89473568454452e-06	1.48460752809988e-05	nonsig	ENSG00000242125
MGA	0.0430930490177508	0.5170969668567	7.94096633203098e-06	1.49280707254361e-05	nonsig	ENSG00000174197
PARP10	-0.0428593724790126	0.483615021237046	7.94892774312498e-06	1.49380941146851e-05	nonsig	ENSG00000178685
PTCD3	-0.0348570092738602	0.483262111392442	8.04212548103701e-06	1.51082390402683e-05	nonsig	ENSG00000132300
TSNAX	-0.0308163916441707	0.482809157736745	8.32655349319194e-06	1.56374050891978e-05	nonsig	ENSG00000116918
SCNM1	-0.029145457872724	0.482646196199368	8.36733764714797e-06	1.57057729217792e-05	nonsig	ENSG00000163156
RPRD1B	0.0375237932105323	0.517431525697805	8.36848699775137e-06	1.57057729217792e-05	nonsig	ENSG00000101413
MRPS25	-0.029077884289822	0.48338601921859	8.37133587054186e-06	1.57059310041441e-05	nonsig	ENSG00000131368
SNRNP25	-0.0253490703879623	0.484031658411028	8.38304570216265e-06	1.57227080336698e-05	nonsig	ENSG00000161981
FEM1C	0.0432475806960819	0.516534408362876	8.69521842110024e-06	1.63028171123005e-05	nonsig	ENSG00000145780
AC135983.2	0.0385372580067968	0.518756768860167	8.7586657587727e-06	1.64163576956739e-05	nonsig	ENSG00000223509
ITFG2	-0.029333993091065	0.483907172296955	8.80617342473992e-06	1.64999575283468e-05	nonsig	ENSG00000111203
AMD1	-0.0640477052154786	0.479199291743791	8.85543004394867e-06	1.65867781337529e-05	nonsig	ENSG00000123505
ZFX	0.0377006244110185	0.517827036086246	8.98963806098313e-06	1.68326083798435e-05	nonsig	ENSG00000005889
RNF219	-0.0352816478796192	0.481955990284146	9.06095143020895e-06	1.69605486243878e-05	nonsig	ENSG00000152193
ZZEF1	-0.0226696712016578	0.483416475715994	9.10076712405395e-06	1.70294657548585e-05	nonsig	ENSG00000074755
GDI1	0.0445479147768851	0.517522972295074	9.2594374099707e-06	1.73206664228e-05	nonsig	ENSG00000203879
UBE3A	-0.0545052158600417	0.480909751769522	9.35142468923041e-06	1.74869794797623e-05	nonsig	ENSG00000114062
BBS7	-0.0292061982449561	0.484871949319155	9.36928723956724e-06	1.75146169160847e-05	nonsig	ENSG00000138686
RGS12	0.0487901917526177	0.515514192804895	9.42898129699646e-06	1.76204087987621e-05	nonsig	ENSG00000159788
TTBK2	-0.0273121058850798	0.483252357602767	9.53058800870645e-06	1.78044296210001e-05	nonsig	ENSG00000128881
OAT	0.0454269753233922	0.516846799500174	9.60224226989356e-06	1.79323926151431e-05	nonsig	ENSG00000065154
STARD8	0.0365874577111605	0.517404693138066	9.63789131725961e-06	1.79930530967308e-05	nonsig	ENSG00000130052
RPL3	-0.00532881861901378	0.513826787191123	9.86072454778038e-06	1.84030145058937e-05	nonsig	ENSG00000100316
ZNF641	-0.0357458393699786	0.482023302998662	9.87379537859491e-06	1.84213568294902e-05	nonsig	ENSG00000167528
BIRC2	0.06002851634203	0.517904295353079	9.96531448592879e-06	1.85859985536971e-05	nonsig	ENSG00000110330
ANGEL2	-0.0304334748206516	0.482623334550051	1.0020317861928e-05	1.86824502046645e-05	nonsig	ENSG00000174606
AL354733.3	-0.0319491399516668	0.483351977336048	1.01853458726683e-05	1.8983907448369e-05	nonsig	ENSG00000235298
CDK9	-0.0258236649360004	0.484253528211738	1.0356792716263e-05	1.92971267369925e-05	nonsig	ENSG00000136807
DYSF	0.0386208801849428	0.516104856091893	1.03998982009193e-05	1.93710890752204e-05	nonsig	ENSG00000135636
ASRGL1	-0.0302132441954904	0.482740457131208	1.05106474204785e-05	1.95709564063383e-05	nonsig	ENSG00000162174
PEAK1	0.0364059889465674	0.517384453060677	1.05257319500117e-05	1.95926222830985e-05	nonsig	ENSG00000173517
LRCH1	-0.0249935890611524	0.483961068731602	1.06113823494894e-05	1.97455824197345e-05	nonsig	ENSG00000136141
MAP3K7	-0.0279828726551926	0.483618876489882	1.06802675771227e-05	1.98672560922181e-05	nonsig	ENSG00000135341
PANK2	-0.0347980112738824	0.481931817848865	1.07123167564765e-05	1.99203507343839e-05	nonsig	ENSG00000125779
AC025164.2	-0.0242266975751746	0.484796193600928	1.08131151011786e-05	2.01012129874986e-05	nonsig	ENSG00000245904
RUFY2	-0.0283421092804211	0.484443283756324	1.0884976309074e-05	2.02281813581451e-05	nonsig	ENSG00000204130
MT-TH	-0.0370836908982088	0.481425584598974	1.08900234921421e-05	2.02309429231063e-05	nonsig	ENSG00000210176
PLAU	0.0381328960991666	0.515315917151542	1.09475224887671e-05	2.03311131934246e-05	nonsig	ENSG00000122861
ILF3-AS1	-0.0294575426012749	0.483774011864001	1.12357940709899e-05	2.08596555938869e-05	nonsig	ENSG00000267100
RAB11FIP4	-0.0334063887820592	0.483056009575831	1.14670825378174e-05	2.12820960135056e-05	nonsig	ENSG00000131242
SLC9A9	-0.0242654432806966	0.486857327424619	1.15067636961498e-05	2.13487670012498e-05	nonsig	ENSG00000181804
CLEC4D	0.0488998682164621	0.515638486156327	1.15485514141115e-05	2.14193015290786e-05	nonsig	ENSG00000166527
SFXN3	0.0404126603835538	0.517002898687502	1.15671763617165e-05	2.14468436393314e-05	nonsig	ENSG00000107819
IRF2	0.0415313728415946	0.516661169076123	1.1679054742819e-05	2.16472137011273e-05	nonsig	ENSG00000168310
CYBRD1	-0.0304524141054279	0.482852991961489	1.16917006741123e-05	2.16635849737873e-05	nonsig	ENSG00000071967
NFATC3	-0.0260957068114959	0.482987231865238	1.18083665572367e-05	2.18711267827113e-05	nonsig	ENSG00000072736
SLC35E1	0.0412961298652118	0.517197357640548	1.18114094295649e-05	2.18711267827113e-05	nonsig	ENSG00000127526
ZC3H6	-0.0321372493811809	0.483415242035086	1.18332167949573e-05	2.19043677458953e-05	nonsig	ENSG00000188177
AP003733.4	0.0436079840305565	0.518307169274437	1.19202488052311e-05	2.20582845154782e-05	nonsig	ENSG00000279491
CEP290	-0.0281661211250689	0.482901144069411	1.2152692164145e-05	2.24810954687424e-05	nonsig	ENSG00000198707
FAM118A	-0.027070940093893	0.484404037282454	1.23922648957596e-05	2.29168153882846e-05	nonsig	ENSG00000100376
CDKN2AIP	-0.0322662163638677	0.483119351379926	1.27119407877578e-05	2.35003370046379e-05	nonsig	ENSG00000168564
RAC1	0.0341571606925383	0.515789496409911	1.27806408157865e-05	2.36196553267675e-05	nonsig	ENSG00000136238
FAM214A	0.0377332992332943	0.516925523763085	1.2830744606496e-05	2.37045398730093e-05	nonsig	ENSG00000047346
TCEANC2	-0.029323720449202	0.483882922756617	1.31814375799982e-05	2.4344521096219e-05	nonsig	ENSG00000116205
PBXIP1	-0.0259729600142628	0.486018077434758	1.3206951601737e-05	2.4383715323194e-05	nonsig	ENSG00000163346
TK2	-0.0222986270983446	0.485308402492714	1.32673282347151e-05	2.44872292727149e-05	nonsig	ENSG00000166548
PPA1	0.0374253179234953	0.51640340687151	1.3437785879976e-05	2.47937842105045e-05	nonsig	ENSG00000180817
NPIPB4	0.0360683277237292	0.516894257662585	1.34958021410339e-05	2.48927441439004e-05	nonsig	ENSG00000185864
ME2	-0.0420262457019552	0.482425328764396	1.35319401439557e-05	2.49512989152263e-05	nonsig	ENSG00000082212
FOXO1	-0.0402476032359589	0.483245186832492	1.35691323620994e-05	2.50117589062579e-05	nonsig	ENSG00000150907
TMEM2	-0.0298327798543476	0.483508269286018	1.36461232492453e-05	2.51455161138379e-05	nonsig	ENSG00000135048
CORO2A	0.0572203784054787	0.518452627963938	1.39448526957695e-05	2.56876485618245e-05	nonsig	ENSG00000106789
ACADM	-0.0294445519494985	0.48374112655731	1.39596702060348e-05	2.57066082465101e-05	nonsig	ENSG00000117054
PEX26	-0.029335062234586	0.483091477901922	1.40344650565158e-05	2.58359675910778e-05	nonsig	ENSG00000215193
TMEM19	-0.0262412193647259	0.486473305689628	1.42947285263472e-05	2.63065606602458e-05	nonsig	ENSG00000139291
ATG16L2	-0.0171254820566583	0.482792078966681	1.43632701493403e-05	2.64241378621769e-05	nonsig	ENSG00000168010
NHLRC3	-0.0151323086769074	0.48477641615388	1.44383724643281e-05	2.65537047490605e-05	nonsig	ENSG00000188811
NIPAL4	0.0331929194630375	0.515502357178689	1.46535432034427e-05	2.69407051581742e-05	nonsig	ENSG00000172548
BMS1	-0.0302178409976597	0.484054635717931	1.47539000389493e-05	2.71164367910937e-05	nonsig	ENSG00000165733
FAM136A	-0.0289527007905343	0.483514784663311	1.48057644368642e-05	2.72029585271105e-05	nonsig	ENSG00000035141
TBCD	-0.0283576590261351	0.485244983583562	1.5111347818823e-05	2.77554371027267e-05	nonsig	ENSG00000141556
UGGT1	-0.0297157113240883	0.482846476584197	1.51381938940461e-05	2.77957593768829e-05	nonsig	ENSG00000136731
TFDP1	0.040976364397938	0.51749016409344	1.52313206568654e-05	2.79577165271897e-05	nonsig	ENSG00000198176
COMMD1	-0.0297463246005616	0.483633757765829	1.54609058569583e-05	2.83699632342959e-05	nonsig	ENSG00000173163
TMEM205	0.046777152149447	0.517118132194769	1.55160223165638e-05	2.84619059671937e-05	nonsig	ENSG00000105518
RPL6	0.00772000426960189	0.516499441219654	1.58747582672214e-05	2.91105557508343e-05	nonsig	ENSG00000089009
CCL8	0.258845507348308	0.522132929426204	1.59108800804361e-05	2.91673797150557e-05	CD16-	ENSG00000108700
CEP192	-0.0279897394071266	0.483447317738681	1.59241483900189e-05	2.9182286130225e-05	nonsig	ENSG00000101639
TRIM26	-0.0217172541848277	0.483833112889976	1.61054845090513e-05	2.95050814240311e-05	nonsig	ENSG00000234127
HSD17B11	0.0486862865086043	0.516106398193028	1.61110174298534e-05	2.95057027785291e-05	nonsig	ENSG00000198189
FRG1CP	-0.0323336182729906	0.483994185353463	1.64744051676854e-05	3.01614875145409e-05	nonsig	ENSG00000282826
USP4	-0.0135184348119528	0.484791837165223	1.65107171857955e-05	3.02182294885646e-05	nonsig	ENSG00000114316
ZNF100	-0.0284645836513246	0.484033470379861	1.65800590839927e-05	3.0335367361083e-05	nonsig	ENSG00000197020
MRPL17	-0.0332824329820677	0.485298802913152	1.67010374683553e-05	3.05468750346834e-05	nonsig	ENSG00000158042
NCK1-AS1	-0.0284277816886242	0.48625093470605	1.67136765379423e-05	3.0560153335066e-05	nonsig	ENSG00000239213
C19orf38	-0.029465234605676	0.483230228451488	1.68046568433803e-05	3.07166201825107e-05	nonsig	ENSG00000214212
CKLF	-0.0181571929669136	0.485644734750123	1.68884068829782e-05	3.08597746871016e-05	nonsig	ENSG00000217555
AC006978.1	0.0569559547380921	0.519050384916154	1.72381363519292e-05	3.14804116815073e-05	nonsig	ENSG00000235859
TMEM50B	-0.0255755443921302	0.484485614432463	1.7239141126768e-05	3.14804116815073e-05	nonsig	ENSG00000142188
IRF7	-0.0547968081100774	0.481232089459137	1.73315838362912e-05	3.16390513412501e-05	nonsig	ENSG00000185507
MCM5	-0.013779400142158	0.485937348440373	1.74620130090766e-05	3.18669116301202e-05	nonsig	ENSG00000100297
NIFK	-0.0327528721237277	0.483258448902248	1.74774648616361e-05	3.18848676554124e-05	nonsig	ENSG00000155438
RAP2C	-0.0255354903755266	0.483436021847872	1.82871088490592e-05	3.33512248383645e-05	nonsig	ENSG00000123728
IRF9	-0.0286171197367361	0.482984378978139	1.83040671526482e-05	3.33714395039134e-05	nonsig	ENSG00000213928
HEATR3	-0.0260311780259901	0.48580603852878	1.86204719562794e-05	3.3937408143607e-05	nonsig	ENSG00000155393
STAG3L3	-0.0293446100085879	0.485111013547513	1.89820727516936e-05	3.45853609051864e-05	nonsig	ENSG00000174353
TMEM107	-0.0192682999454445	0.487791185319074	1.94341900411121e-05	3.53948537642095e-05	nonsig	ENSG00000179029
UBE2D1	0.0581761701095847	0.517971376752424	1.94388212892683e-05	3.53948537642095e-05	nonsig	ENSG00000072401
TMEM154	-0.0253180955104197	0.484330903136156	1.96286854365282e-05	3.5729113093533e-05	nonsig	ENSG00000170006
NOC2L	-0.0282144379037431	0.484322190264746	1.96993110327675e-05	3.58461838491839e-05	nonsig	ENSG00000188976
C19orf66	-0.0272390530628823	0.483493619325241	1.97956486248696e-05	3.60090888547409e-05	nonsig	ENSG00000130813
RPL38	0.0348186071650243	0.518759891614964	1.98015126882962e-05	3.60090888547409e-05	nonsig	ENSG00000172809
NKIRAS2	-0.0242647848929089	0.484156491497857	1.99853196610246e-05	3.63317123181698e-05	nonsig	ENSG00000168256
MZT2B	-0.031756587594409	0.483375957008688	2.03381135105536e-05	3.6961235717676e-05	nonsig	ENSG00000152082
SNX16	0.0438513265519188	0.517754056150061	2.1214214255908e-05	3.85410780901226e-05	nonsig	ENSG00000104497
NSMCE3	-0.0302197403038645	0.484365407649038	2.13726232069689e-05	3.8816455383245e-05	nonsig	ENSG00000185115
CYB5B	-0.0316720296722586	0.483378655685673	2.14051584788923e-05	3.88631209071867e-05	nonsig	ENSG00000103018
ADORA2B	0.038319374402072	0.515397995484419	2.18098582897138e-05	3.95848806950012e-05	nonsig	ENSG00000170425
MDH1	-0.0295357051447668	0.482992282246453	2.18166276106405e-05	3.95848806950012e-05	nonsig	ENSG00000014641
KPNA5	-0.0334878161736855	0.484126073552981	2.19714281968532e-05	3.98530279649818e-05	nonsig	ENSG00000196911
TGIF2	0.0386766836207866	0.515713663586628	2.21132221831244e-05	4.00974194772836e-05	nonsig	ENSG00000118707
AL450405.1	0.0377342326186764	0.516384670342727	2.22504748811394e-05	4.03269293671968e-05	nonsig	ENSG00000230202
GLT1D1	0.0395235476363792	0.515593726670901	2.22539911223661e-05	4.03269293671968e-05	nonsig	ENSG00000151948
HIKESHI	-0.0321883614659662	0.483038545280484	2.23933340654117e-05	4.05664957989808e-05	nonsig	ENSG00000149196
NAPG	-0.0332019607515977	0.482597928433862	2.27406990848311e-05	4.1174802052532e-05	nonsig	ENSG00000134265
NPAT	-0.0284271132075018	0.483865381356213	2.27436241578675e-05	4.1174802052532e-05	nonsig	ENSG00000149308
MLLT1	-0.0287786794768393	0.483192369868639	2.28146634895175e-05	4.12902527186839e-05	nonsig	ENSG00000130382
FADS3	0.036680448981608	0.515745199554826	2.31474212842245e-05	4.18686101354711e-05	nonsig	ENSG00000221968
CSF1	0.0390917132196725	0.51460030512013	2.31489710324793e-05	4.18686101354711e-05	nonsig	ENSG00000184371
ARHGEF6	-0.0172091422289556	0.485628427030627	2.32301235314665e-05	4.20020152075942e-05	nonsig	ENSG00000129675
IFIH1	-0.0125685886136338	0.485777625315379	2.3346125239505e-05	4.21983256397161e-05	nonsig	ENSG00000115267
TMEM57	-0.0292759318583678	0.483553568506841	2.34476428022825e-05	4.23683393001803e-05	nonsig	ENSG00000204178
ZNF316	0.038192207665508	0.516395233735498	2.38301702089725e-05	4.30458495889262e-05	nonsig	ENSG00000205903
TOR1AIP1	-0.0224540446846877	0.483066071785733	2.3959910908069e-05	4.32664506893642e-05	nonsig	ENSG00000143337
JAML	0.065866659740891	0.519604114880983	2.39899860099611e-05	4.33069941285634e-05	nonsig	ENSG00000160593
SGPP2	0.0392172390080165	0.516022816311544	2.4122222671428e-05	4.35318764283298e-05	nonsig	ENSG00000163082
PEX13	-0.0275782570718708	0.485216454712576	2.47845528867318e-05	4.47129390122336e-05	nonsig	ENSG00000162928
LINC00513	-0.0217480789953911	0.484267522779532	2.48239522758607e-05	4.47698009140205e-05	nonsig	ENSG00000233559
AMZ1	0.0323143735295428	0.515879053933291	2.50693460070726e-05	4.51980179835542e-05	nonsig	ENSG00000174945
TEFM	-0.0322510271421949	0.484318720537194	2.51521706731169e-05	4.53329573584953e-05	nonsig	ENSG00000172171
SYMPK	-0.0255806690047197	0.484299906903355	2.52732848783651e-05	4.55368003152529e-05	nonsig	ENSG00000125755
C6orf48	0.0448629373842442	0.516377576677509	2.62029467528314e-05	4.71968739704614e-05	nonsig	ENSG00000204387
GTF3C3	-0.0262762992991217	0.484054905585629	2.65589805674374e-05	4.78230011421908e-05	nonsig	ENSG00000119041
WASHC5	0.0367437907153791	0.516710747627593	2.66419859599355e-05	4.79572630666647e-05	nonsig	ENSG00000164961
MFSD12	-0.030658080707087	0.483799225217548	2.68230727244713e-05	4.82679366955088e-05	nonsig	ENSG00000161091
AIM2	-0.0523103092599533	0.484602737013619	2.6836403293348e-05	4.82766330302437e-05	nonsig	ENSG00000163568
FCHO2	-0.024171017118752	0.483890517604704	2.7143908978168e-05	4.88143548290511e-05	nonsig	ENSG00000157107
APOBEC3A	-0.127288319056612	0.48150488714981	2.83460079253063e-05	5.09600224758434e-05	nonsig	ENSG00000128383
CR1	0.0375094068353876	0.515621908569132	2.90908536493319e-05	5.22825496937217e-05	nonsig	ENSG00000203710
MSL2	0.0401393878310406	0.516516828409944	2.91827841050109e-05	5.24311816889839e-05	nonsig	ENSG00000174579
AKR1C3	0.0361718808727376	0.515143394587133	2.92879811513293e-05	5.26035475563395e-05	nonsig	ENSG00000196139
IL6	-0.0525716720615842	0.486969129756862	3.01997157541704e-05	5.42239523386353e-05	nonsig	ENSG00000136244
DMXL2	0.107336710207382	0.517976311476054	3.02202632343558e-05	5.42437015590444e-05	nonsig	ENSG00000104093
STX16	-0.0238742077524293	0.483453447590691	3.05084337922959e-05	5.47436552034217e-05	nonsig	ENSG00000124222
ZFP36L2	-0.0544964141523157	0.481948780961343	3.10740986444425e-05	5.57410654875522e-05	nonsig	ENSG00000152518
PRRC2B	0.0398483663891275	0.516419714591006	3.11298565143298e-05	5.58234579728243e-05	nonsig	ENSG00000130723
GMFB	0.0463477105536791	0.51698697649329	3.11610260669901e-05	5.58617194971822e-05	nonsig	ENSG00000197045
C12orf49	0.044881570833349	0.517426860841873	3.12469314552119e-05	5.59980497151605e-05	nonsig	ENSG00000111412
MTO1	-0.0231314266526723	0.485575147436434	3.16124752984784e-05	5.66352797763026e-05	nonsig	ENSG00000135297
MTIF2	-0.0276335588070534	0.484460979366841	3.17381677096063e-05	5.68425380700736e-05	nonsig	ENSG00000085760
ARID2	-0.0295984903240778	0.482927128473525	3.21910881469548e-05	5.76355410535298e-05	nonsig	ENSG00000189079
GSAP	0.0631396567546043	0.516008436218466	3.22523661525968e-05	5.7727061157184e-05	nonsig	ENSG00000186088
MRPS33	-0.0291660637673296	0.484834861786873	3.26599404938406e-05	5.84381486442546e-05	nonsig	ENSG00000090263
CREM	-0.0173116309336281	0.486218203609473	3.28590957351552e-05	5.87759832718567e-05	nonsig	ENSG00000095794
EXOSC10	-0.0311165740546329	0.483854239675517	3.30493425641994e-05	5.90976755137605e-05	nonsig	ENSG00000171824
CEP295	-0.0282485879244628	0.484444131911948	3.30737249067036e-05	5.91226655742553e-05	nonsig	ENSG00000166004
RAB27A	-0.00803099144122097	0.48519074017616	3.31929729769125e-05	5.93171687580497e-05	nonsig	ENSG00000069974
CEP162	-0.0234428144410234	0.484163508058018	3.328172374436e-05	5.94570668527388e-05	nonsig	ENSG00000135315
EIF2B5	-0.0280257208210399	0.484201482298452	3.37502907678357e-05	6.02751970613249e-05	nonsig	ENSG00000145191
NSMCE4A	-0.0305498442799053	0.48414373061097	3.40728819292274e-05	6.08321942928789e-05	nonsig	ENSG00000107672
USP32	0.0424536134141358	0.516412042637863	3.41623804425259e-05	6.09728191310052e-05	nonsig	ENSG00000170832
MSRB2	-0.0302876728723625	0.484812154347669	3.41944784117924e-05	6.10109396537038e-05	nonsig	ENSG00000148450
MTHFD2	-0.0227049425362705	0.48468921033473	3.44375407979997e-05	6.14253278723505e-05	nonsig	ENSG00000065911
TOM1L2	0.0339827891646871	0.515941393371648	3.51696174929957e-05	6.27114240356901e-05	nonsig	ENSG00000175662
HELZ2	-0.000606097942815396	0.486260302970441	3.53292412798194e-05	6.2976284816647e-05	nonsig	ENSG00000130589
PDZD8	0.0381149537670936	0.51688778083782	3.56731296417441e-05	6.35693379845509e-05	nonsig	ENSG00000165650
TSC22D1	0.0402369604672241	0.515858890960959	3.65721151583594e-05	6.51508893742991e-05	nonsig	ENSG00000102804
CLEC2D	-0.0433873432300019	0.485597893428166	3.659241873789e-05	6.51666240908944e-05	nonsig	ENSG00000069493
